ID_Client,Num_Acc,dep_residence,Souscription_Premium+,cout,annees_permis,age_v,sexe,age
ID_00013041,201600000370,2,1,855.5042198644006,4,9.0,H,25.0
ID_00012604,201600000372,2,0,458.1870813715913,+10ans,7.0,H,36.0
ID_00016311,201600000375,2,0,627.0619144030505,8,6.0,H,34.0
ID_00012511,201600000388,2,0,1174.1467764213285,0,7.0,F,29.0
ID_00010660,201600000389,2,0,450.2281253965131,+10ans,6.0,H,46.0
ID_00019398,201600000393,17,0,1276.2667960976935,0,4.0,H,29.0
ID_00014746,201600000393,3,0,496.5235131419014,+10ans,7.0,F,46.0
ID_00016647,201600000403,2,0,430.5204766515705,+10ans,7.0,H,46.0
ID_00019647,201600000422,2,0,1004.8121146616423,0,11.0,H,34.0
ID_00013596,201600000446,60,0,646.6735804006993,7,9.0,F,28.0
ID_00012454,201600000450,60,0,587.180334871627,8,7.0,H,26.0
ID_00016289,201600000452,60,0,426.2248944092778,+10ans,7.0,H,37.0
ID_00016478,201600000468,60,0,481.35869104029763,+10ans,7.0,F,62.0
ID_00016127,201600000469,60,0,1201.2995854048304,0,10.0,F,29.0
ID_00019421,201600000482,60,1,978.0061066184022,3,8.0,F,25.0
ID_00011540,201600000482,60,0,395.8999040683249,+10ans,13.0,H,45.0
ID_00011942,201600000493,60,0,471.6803769793552,+10ans,9.0,H,45.0
ID_00012105,201600000493,60,0,425.5871544990178,+10ans,6.0,H,39.0
ID_00014009,201600000504,60,0,1046.5713772291074,2,5.0,H,20.0
ID_00011288,201600000508,60,1,379.1983864454138,+10ans,5.0,H,43.0
ID_00010572,201600000510,60,0,675.9232120662849,7,5.0,F,36.0
ID_00013138,201600000511,60,0,731.479234970992,6,4.0,H,36.0
ID_00019522,201600000516,60,0,531.0868693416027,9,11.0,H,38.0
ID_00011476,201600000519,60,0,1041.8955823934466,2,14.0,H,20.0
ID_00014455,201600000524,69,0,1185.4811070953606,0,14.0,F,24.0
ID_00011643,201600000526,57,0,1118.0454535206745,2,10.0,H,35.0
ID_00014428,201600000527,57,0,567.9187868503707,9,12.0,H,64.0
ID_00016057,201600000531,57,0,1202.242398465508,0,5.0,F,21.0
ID_00010936,201600000541,60,0,1111.5493037583806,1,5.0,H,19.0
ID_00017065,201600000542,60,0,1047.4044698474781,3,7.0,H,34.0
ID_00012525,201600000546,60,0,903.8528660862524,4,7.0,H,22.0
ID_00017651,201600000550,60,0,1137.2649326718888,0,12.0,H,22.0
ID_00016355,201600000562,60,0,1019.8574896694943,2,7.0,F,21.0
ID_00019395,201600000569,60,0,664.7934092596028,7,16.0,H,28.0
ID_00012202,201600000571,60,1,1151.8370069988025,0,10.0,H,36.0
ID_00019052,201600000572,60,0,1134.1598815771194,0,9.0,H,26.0
ID_00014728,201600000577,60,0,667.1637202383778,7,14.0,H,37.0
ID_00011927,201600000588,76,0,1042.6229981457768,2,3.0,F,25.0
ID_00018586,201600000594,76,1,439.3921635875455,+10ans,7.0,H,48.0
ID_00014391,201600000601,76,0,435.7497112950724,+10ans,5.0,H,38.0
ID_00014671,201600000616,76,0,1144.2354378173434,0,10.0,F,34.0
ID_00010054,201600000623,76,0,1033.996157240244,2,4.0,H,20.0
ID_00011185,201600000637,76,0,1013.5877726303198,2,6.0,H,25.0
ID_00018300,201600000640,76,0,1258.3667484924754,0,5.0,H,22.0
ID_00011882,201600000648,76,0,494.0154134043586,+10ans,8.0,H,61.0
ID_00012726,201600000655,76,0,519.6012986122344,+10ans,6.0,H,63.0
ID_00017292,201600000658,76,1,1014.9604868088533,4,7.0,H,26.0
ID_00018590,201600000668,76,0,458.3376768358506,+10ans,9.0,H,38.0
ID_00015372,201600000668,76,0,1010.2204781482517,2,7.0,H,20.0
ID_00013363,201600000670,76,0,1105.0957042415066,2,9.0,F,20.0
ID_00016730,201600000678,76,0,504.6984385624142,+10ans,5.0,F,50.0
ID_00015542,201600000684,76,0,414.43638952074446,+10ans,11.0,H,44.0
ID_00015186,201600000688,76,0,463.63927556246557,+10ans,4.0,H,31.0
ID_00018844,201600000689,27,0,421.7601632272829,+10ans,11.0,H,48.0
ID_00014347,201600000698,27,0,1218.6134608412185,1,5.0,H,19.0
ID_00015213,201600000700,27,1,426.56190489978036,+10ans,7.0,H,41.0
ID_00015698,201600000708,27,0,358.2733062553092,+10ans,12.0,H,44.0
ID_00010504,201600000714,27,0,1007.0586121187724,0,8.0,H,26.0
ID_00012603,201600000717,27,1,1194.8374167190013,0,6.0,F,23.0
ID_00014771,201600000724,27,0,695.2646508768685,1,4.0,F,35.0
ID_00012835,201600000730,27,0,1190.1534602344545,0,15.0,H,19.0
ID_00012062,201600000743,27,0,440.5487313947264,+10ans,9.0,F,53.0
ID_00011137,201600000749,27,0,491.6901231732758,+10ans,12.0,H,66.0
ID_00012067,201600000754,27,0,485.16411136166425,+10ans,13.0,H,37.0
ID_00015862,201600000766,27,0,870.3666430712666,4,5.0,H,31.0
ID_00016743,201600000769,27,1,1154.2653874193466,1,4.0,F,32.0
ID_00019325,201600000773,27,0,1023.519963687597,2,4.0,F,20.0
ID_00016773,201600000774,27,0,612.9572264111092,9,9.0,H,44.0
ID_00019942,201600000778,29,0,392.36610383785376,+10ans,5.0,F,40.0
ID_00014115,201600000784,27,0,338.50557891084964,+10ans,6.0,F,58.0
ID_00010355,201600000785,27,0,424.8203152508944,+10ans,5.0,F,72.0
ID_00011092,201600000787,27,0,1247.331677169148,0,12.0,F,19.0
ID_00016325,201600000788,27,0,1113.6655174595066,1,6.0,H,18.0
ID_00017575,201600000790,27,1,1250.528932045136,0,9.0,H,27.0
ID_00012959,201600000794,27,0,542.3904893826693,9,4.0,F,38.0
ID_00011670,201600000797,27,0,998.9502182903883,2,7.0,H,20.0
ID_00010929,201600000798,27,0,970.9381039311444,3,7.0,H,22.0
ID_00018230,201600000799,27,0,1100.512638795323,1,3.0,F,17.0
ID_00015099,201600000802,27,0,889.1426367876493,2,3.0,F,27.0
ID_00014378,201600000809,27,0,439.68297747101235,+10ans,8.0,F,70.0
ID_00013422,201600000810,27,1,393.7874673112295,+10ans,11.0,F,57.0
ID_00012711,201600000811,27,0,1128.2947581418878,2,6.0,H,36.0
ID_00015006,201600000817,27,1,954.5693490274568,4,10.0,H,26.0
ID_00015327,201600000818,27,0,667.5157193080398,8,9.0,F,27.0
ID_00019002,201600000820,27,0,1187.0592584655692,0,9.0,F,22.0
ID_00015361,201600000824,27,0,477.64195121062136,+10ans,13.0,F,57.0
ID_00015324,201600000828,27,1,765.0858855278736,7,4.0,F,36.0
ID_00019297,201600000835,27,1,1213.7742520824659,0,7.0,F,26.0
ID_00016666,201600000837,27,1,1023.3774265725402,1,15.0,F,20.0
ID_00013175,201600000841,27,0,1187.0543015397845,1,10.0,H,19.0
ID_00018032,201600000847,35,0,1004.8684004355699,2,6.0,H,19.0
ID_00019781,201600000849,35,0,1014.591289257155,3,5.0,H,22.0
ID_00011373,201600000852,35,0,462.1949156016559,+10ans,14.0,F,71.0
ID_00012580,201600000856,35,0,995.3743078367888,4,7.0,F,32.0
ID_00011959,201600000860,35,0,804.38444056508,5,0.0,H,46.0
ID_00012646,201600000872,35,0,454.6435925281575,+10ans,6.0,H,35.0
ID_00017482,201600000874,35,0,429.49354304611916,+10ans,8.0,H,47.0
ID_00016347,201600000885,35,0,1151.8134872640112,2,11.0,H,23.0
ID_00018681,201600000887,35,0,451.4079568417777,+10ans,13.0,H,52.0
ID_00018717,201600000887,35,0,1070.3998142602168,2,3.0,H,24.0
ID_00019268,201600000895,35,0,1101.371067156346,2,6.0,H,22.0
ID_00017579,201600000897,35,1,967.0231979805322,3,7.0,H,22.0
ID_00013035,201600000899,37,0,421.1842194907194,+10ans,8.0,H,57.0
ID_00010181,201600000903,35,0,433.0100819033128,+10ans,5.0,H,70.0
ID_00014653,201600000908,35,1,456.3499577678869,+10ans,6.0,H,57.0
ID_00019172,201600000912,35,1,313.88482391207316,+10ans,5.0,F,70.0
ID_00011158,201600000919,35,0,1314.7049974903266,0,10.0,H,34.0
ID_00014235,201600000923,35,0,413.36700091619036,+10ans,8.0,H,39.0
ID_00017093,201600000923,35,0,1108.6935749819,2,5.0,H,25.0
ID_00018142,201600000930,35,1,883.3614885382118,4,6.0,H,30.0
ID_00010164,201600000930,37,0,1224.2615261977028,0,7.0,H,26.0
ID_00017643,201600000936,35,0,362.2468037275994,+10ans,14.0,F,40.0
ID_00013358,201600000936,35,0,885.5486880208682,4,9.0,F,21.0
ID_00013977,201600000946,35,0,494.5849623069036,+10ans,10.0,H,78.0
ID_00015597,201600000970,22,0,470.01056781543923,+10ans,6.0,H,62.0
ID_00019001,201600000985,22,0,457.7799896078267,0,6.0,F,64.0
ID_00019863,201600000987,22,0,1270.7676726564378,0,9.0,F,31.0
ID_00017162,201600000989,22,0,415.7817075418248,0,7.0,H,33.0
ID_00014424,201600000990,22,0,402.1097050619892,+10ans,4.0,H,47.0
ID_00019293,201600000995,22,0,544.0297088900456,+10ans,3.0,H,61.0
ID_00013101,201600000996,22,0,1015.5705066038284,2,10.0,H,23.0
ID_00018464,201600000996,22,0,500.1541574413491,+10ans,8.0,F,54.0
ID_00016239,201600000999,22,0,623.8453252793481,8,8.0,H,32.0
ID_00015740,201600001003,22,1,533.1113873488424,+10ans,2.0,H,70.0
ID_00017210,201600001006,22,1,962.6914254439254,3,12.0,H,23.0
ID_00011331,201600001016,19,0,1217.9178545483314,0,4.0,H,21.0
ID_00015868,201600001020,22,0,573.1064007903989,+10ans,9.0,H,40.0
ID_00019464,201600001025,22,0,435.2072384761392,+10ans,11.0,H,38.0
ID_00019745,201600001031,22,0,1042.0690044028433,2,14.0,F,21.0
ID_00012616,201600001039,22,0,1022.9796333666272,2,7.0,H,21.0
ID_00019632,201600001053,22,0,692.2595583141988,8,10.0,H,26.0
ID_00014514,201600001054,22,0,1264.1545383769967,0,6.0,F,25.0
ID_00019239,201600001056,22,0,656.8136460859663,7,3.0,H,35.0
ID_00012233,201600001058,22,0,1015.3193504875204,2,5.0,H,24.0
ID_00015452,201600001059,29,0,1140.9302311005827,0,5.0,H,25.0
ID_00018623,201600001061,29,0,430.52113917626417,+10ans,6.0,F,68.0
ID_00016041,201600001061,29,0,992.7927372761304,2,10.0,H,23.0
ID_00015225,201600001070,29,0,476.8513762138339,+10ans,6.0,F,35.0
ID_00016457,201600001071,29,0,419.0036923512645,+10ans,4.0,F,34.0
ID_00015539,201600001074,29,1,421.31783004230914,+10ans,10.0,H,42.0
ID_00016783,201600001076,30,0,1040.736498327789,2,9.0,H,21.0
ID_00016074,201600001076,29,0,382.3298043300409,+10ans,9.0,H,53.0
ID_00016440,201600001098,29,0,462.05124911180616,+10ans,11.0,F,54.0
ID_00010078,201600001101,29,0,600.4673452985343,9,3.0,H,31.0
ID_00016975,201600001101,29,1,500.3063890496698,+10ans,4.0,H,44.0
ID_00017810,201600001111,29,0,1028.9565502510554,2,3.0,H,25.0
ID_00014177,201600001112,29,1,429.7617990308917,+10ans,5.0,F,77.0
ID_00019969,201600001114,29,0,567.3103783911084,9,6.0,F,45.0
ID_00016068,201600001123,29,0,1052.3806643904556,2,8.0,H,20.0
ID_00010022,201600001131,29,0,744.739826152503,6,12.0,H,24.0
ID_00014716,201600001132,29,0,413.2174756712751,+10ans,8.0,F,42.0
ID_00014059,201600001133,29,0,500.4318432790121,9,5.0,H,38.0
ID_00011538,201600001146,29,0,919.6730331719529,4,7.0,H,24.0
ID_00016053,201600001147,29,0,876.5675307100861,3,4.0,H,31.0
ID_00017163,201600001155,29,0,1075.2428395744284,1,7.0,H,28.0
ID_00016610,201600001169,29,1,1174.8082678360158,0,7.0,H,32.0
ID_00014668,201600001170,29,0,469.20620006379687,+10ans,14.0,H,40.0
ID_00010260,201600001170,29,0,1024.464990409318,2,6.0,H,25.0
ID_00012160,201600001173,29,0,1205.4232463446199,1,4.0,F,22.0
ID_00014481,201600001174,29,0,1009.1691673163893,3,7.0,F,22.0
ID_00010528,201600001176,29,0,396.4749645161503,+10ans,11.0,F,44.0
ID_00013749,201600001181,29,0,469.901041296424,1,4.0,H,55.0
ID_00013582,201600001185,29,0,637.4071586806008,8,5.0,F,26.0
ID_00017746,201600001193,29,0,462.926484460702,+10ans,8.0,F,70.0
ID_00011181,201600001203,29,0,441.30623979992316,+10ans,4.0,H,78.0
ID_00019515,201600001216,56,1,1318.4819049827115,0,8.0,H,22.0
ID_00014039,201600001221,56,1,452.39064375253486,+10ans,15.0,F,67.0
ID_00012786,201600001226,56,0,1118.025255348832,1,10.0,F,22.0
ID_00015767,201600001228,56,1,1112.90925621028,0,10.0,H,22.0
ID_00012817,201600001229,56,0,510.0394128161557,+10ans,2.0,H,61.0
ID_00016210,201600001245,14,0,437.2100516683763,+10ans,14.0,H,58.0
ID_00012989,201600001259,74,0,1128.2096139456714,2,4.0,F,21.0
ID_00010017,201600001277,13,1,779.4186539774564,5,8.0,F,24.0
ID_00013697,201600001280,56,0,1216.7978105240927,0,5.0,H,25.0
ID_00017799,201600001284,56,0,1215.3309814157374,0,11.0,F,33.0
ID_00011154,201600001286,56,0,438.96706763436094,+10ans,12.0,H,60.0
ID_00019374,201600001290,56,0,364.0112459459625,+10ans,11.0,H,57.0
ID_00013750,201600001301,56,0,1037.6622999443277,2,4.0,H,25.0
ID_00011785,201600001303,56,1,537.2070624817526,+10ans,11.0,H,65.0
ID_00017387,201600001307,57,0,504.3180626077593,+10ans,7.0,H,62.0
ID_00014306,201600001313,56,1,470.4593470931371,+10ans,13.0,F,45.0
ID_00010769,201600001319,56,0,430.8163662597689,+10ans,3.0,H,61.0
ID_00012609,201600001332,56,0,438.2454400679744,+10ans,10.0,H,60.0
ID_00017507,201600001345,14,0,979.3472753328313,3,1.0,H,33.0
ID_00016794,201600001350,14,0,455.3854247452513,+10ans,13.0,F,70.0
ID_00015070,201600001361,14,0,441.38608814329245,+10ans,15.0,F,70.0
ID_00018781,201600001361,14,0,797.8802916683632,6,6.0,H,17.0
ID_00019925,201600001362,14,0,429.26581204376123,+10ans,10.0,H,70.0
ID_00013345,201600001367,14,1,916.483955835506,4,7.0,H,24.0
ID_00014826,201600001377,14,1,444.12532545828435,+10ans,2.0,F,66.0
ID_00012724,201600001382,14,0,1255.025866263922,0,13.0,H,27.0
ID_00019377,201600001386,14,0,369.859273170484,+10ans,11.0,H,53.0
ID_00012881,201600001410,16,0,456.4587305380197,+10ans,5.0,H,43.0
ID_00014557,201600001424,14,0,957.6485029983077,2,8.0,H,28.0
ID_00015261,201600001424,14,0,1249.3519418838284,0,5.0,F,21.0
ID_00011141,201600001428,14,0,423.6256031543277,+10ans,14.0,F,40.0
ID_00018825,201600001429,14,1,455.119988754867,+10ans,10.0,H,60.0
ID_00012706,201600001450,14,0,547.6883235454238,+10ans,10.0,F,56.0
ID_00011947,201600001450,14,1,724.9496052815283,7,9.0,F,31.0
ID_00015945,201600001453,14,0,735.4938070084311,6,5.0,H,17.0
ID_00016826,201600001455,14,0,789.579653955496,6,5.0,H,26.0
ID_00013902,201600001457,14,0,1090.1832661515623,2,14.0,H,20.0
ID_00017134,201600001462,14,0,583.7863889030771,+10ans,9.0,H,55.0
ID_00011708,201600001473,14,0,1295.9440279092792,0,9.0,H,23.0
ID_00017026,201600001487,14,0,1176.1177784405988,0,3.0,F,21.0
ID_00015103,201600001489,14,0,802.4993565116762,6,8.0,H,27.0
ID_00012595,201600001492,14,0,599.6304432490282,9,15.0,H,54.0
ID_00013263,201600001492,14,0,469.4827776992561,+10ans,10.0,H,37.0
ID_00019521,201600001492,14,0,513.7502395825278,+10ans,7.0,H,70.0
ID_00013253,201600001502,69,0,497.4485071394829,+10ans,4.0,H,46.0
ID_00015496,201600001515,14,0,890.7590430999832,4,11.0,H,24.0
ID_00018347,201600001537,50,0,813.1896024991893,6,4.0,H,26.0
ID_00014445,201600001547,94,0,1223.902135356227,0,7.0,H,19.0
ID_00015859,201600001548,50,0,565.5861423092207,9,3.0,H,59.0
ID_00017522,201600001558,94,0,421.67211624038526,+10ans,4.0,H,81.0
ID_00016385,201600001558,94,0,397.8754407474398,+10ans,10.0,H,52.0
ID_00015547,201600001567,94,0,1217.5956884858456,0,15.0,H,23.0
ID_00010018,201600001578,50,0,352.06682820241224,+10ans,8.0,F,70.0
ID_00014351,201600001579,50,0,455.3468824995398,+10ans,12.0,F,39.0
ID_00012286,201600001582,50,0,394.0724191746374,+10ans,9.0,H,49.0
ID_00010323,201600001583,50,0,464.4688780863147,+10ans,11.0,H,49.0
ID_00019701,201600001584,50,0,783.7506446073062,6,5.0,H,17.0
ID_00012914,201600001589,50,0,1088.456272937444,1,10.0,H,17.0
ID_00017101,201600001590,50,0,602.6005045954935,9,8.0,F,66.0
ID_00011798,201600001591,50,0,987.5366126656488,3,5.0,H,36.0
ID_00017045,201600001595,50,0,605.5272995502143,8,7.0,F,35.0
ID_00016765,201600001599,51,0,1053.9649900646482,2,11.0,H,21.0
ID_00019210,201600001602,50,0,1217.6899839613955,0,6.0,H,33.0
ID_00017556,201600001604,50,0,488.4545759517317,9,18.0,H,42.0
ID_00016894,201600001614,50,0,452.2190263416043,+10ans,9.0,F,43.0
ID_00010901,201600001617,50,0,317.6749455920612,+10ans,12.0,F,41.0
ID_00017172,201600001620,50,0,914.7104788695708,3,5.0,F,25.0
ID_00011493,201600001632,50,0,388.4137346814029,+10ans,16.0,F,68.0
ID_00016587,201600001632,50,0,733.1910169808931,6,6.0,H,17.0
ID_00011517,201600001634,50,1,1056.488338464821,2,1.0,F,20.0
ID_00019258,201600001635,50,0,366.0283197501834,+10ans,11.0,F,84.0
ID_00013084,201600001635,50,1,1155.8730808448645,1,9.0,F,17.0
ID_00015775,201600001643,50,1,1041.4072558852167,3,3.0,F,21.0
ID_00017712,201600001647,50,0,459.12102323341065,+10ans,11.0,H,38.0
ID_00013444,201600001654,51,0,998.8523777518927,2,7.0,H,19.0
ID_00010617,201600001654,50,0,967.1899358843203,4,10.0,H,25.0
ID_00012175,201600001660,1,0,438.24121702313766,+10ans,6.0,H,70.0
ID_00017698,201600001661,1,0,801.988596324249,5,8.0,H,25.0
ID_00012717,201600001670,1,1,819.2883943002179,6,15.0,H,17.0
ID_00012889,201600001675,1,0,961.6342097585596,3,7.0,H,34.0
ID_00016486,201600001689,1,0,1200.6484868596222,0,6.0,H,24.0
ID_00016727,201600001692,1,0,1094.061476001036,0,6.0,H,25.0
ID_00014328,201600001699,1,0,467.85990089426605,+10ans,8.0,H,45.0
ID_00010784,201600001701,1,0,1016.9356589865744,3,6.0,F,23.0
ID_00013105,201600001705,1,0,1244.2217409453426,0,5.0,H,24.0
ID_00017414,201600001709,1,0,337.17109216855886,1,6.0,F,56.0
ID_00018531,201600001713,1,0,492.89311113934855,+10ans,6.0,F,46.0
ID_00015300,201600001719,13,0,414.80924596202414,+10ans,4.0,H,70.0
ID_00013111,201600001724,1,0,1012.5169621603436,3,11.0,F,23.0
ID_00013348,201600001732,61,1,1011.2574718859157,2,11.0,F,21.0
ID_00016577,201600001746,61,0,1142.4391043243072,1,10.0,H,30.0
ID_00013479,201600001750,61,0,408.936033842893,+10ans,8.0,H,64.0
ID_00014777,201600001753,61,0,855.1068731333078,4,8.0,F,27.0
ID_00015742,201600001754,61,0,1061.7000190257074,3,8.0,H,22.0
ID_00015653,201600001765,61,0,493.83663104295135,9,12.0,F,44.0
ID_00011814,201600001766,61,0,440.7831871282022,+10ans,4.0,F,81.0
ID_00011002,201600001780,61,0,397.2402509908697,+10ans,4.0,H,80.0
ID_00010497,201600001782,61,0,390.6287968658335,+10ans,5.0,F,77.0
ID_00015568,201600001783,61,0,1218.455756815879,0,2.0,H,28.0
ID_00017802,201600001785,61,1,1199.6254322441125,0,11.0,F,22.0
ID_00019375,201600001789,61,0,1069.1633075070945,2,11.0,H,20.0
ID_00011198,201600001805,61,0,426.13334270555123,+10ans,4.0,F,57.0
ID_00017613,201600001811,61,0,497.8706844065574,+10ans,12.0,F,51.0
ID_00019103,201600001837,44,0,1158.466225746049,2,3.0,F,20.0
ID_00017600,201600001839,44,0,474.719638504218,+10ans,4.0,F,54.0
ID_00013532,201600001841,67,0,613.8167528914132,9,6.0,H,52.0
ID_00012665,201600001850,44,0,1182.0949865554476,1,4.0,F,17.0
ID_00012519,201600001853,44,0,576.4143143977426,8,12.0,H,28.0
ID_00012306,201600001859,44,0,454.0816601538138,+10ans,14.0,H,48.0
ID_00016140,201600001863,44,0,755.4339897289851,6,7.0,F,18.0
ID_00013619,201600001863,44,0,849.1850302689533,5,17.0,H,24.0
ID_00015927,201600001882,44,0,1186.68712242971,0,6.0,H,32.0
ID_00016094,201600001903,76,0,769.543772682568,6,9.0,H,19.0
ID_00013316,201600001920,44,0,1091.6056411612954,2,6.0,F,30.0
ID_00019587,201600001924,44,1,517.2127847299148,9,10.0,H,53.0
ID_00019932,201600001929,44,1,561.0975503487729,+10ans,4.0,F,87.0
ID_00019740,201600001959,49,0,409.13307652105993,+10ans,11.0,H,53.0
ID_00012758,201600001963,49,0,549.8218824208222,9,14.0,F,87.0
ID_00015231,201600001971,49,0,1172.6701126253665,1,11.0,H,19.0
ID_00013999,201600001975,49,0,1081.9968555207943,2,2.0,F,20.0
ID_00013967,201600001983,49,0,1036.9739745593076,2,9.0,H,20.0
ID_00017721,201600001987,49,1,1120.1974855857688,2,7.0,H,20.0
ID_00011052,201600001991,49,0,1011.1947713806418,2,7.0,F,20.0
ID_00013568,201600002002,49,0,1051.3656257906364,2,2.0,H,20.0
ID_00018207,201600002006,49,0,1074.9486106871004,2,6.0,F,20.0
ID_00010262,201600002008,50,0,1027.1473510927735,2,3.0,F,20.0
ID_00012647,201600002010,49,0,1109.6487357421456,1,6.0,F,27.0
ID_00017765,201600002010,49,0,998.0853010827467,3,6.0,H,35.0
ID_00013017,201600002014,51,1,815.2004454635257,6,4.0,H,28.0
ID_00012037,201600002016,51,0,426.3919728395131,+10ans,3.0,H,62.0
ID_00010466,201600002025,50,0,356.14112489942704,+10ans,13.0,H,70.0
ID_00014495,201600002025,49,0,1157.594942233768,0,5.0,F,35.0
ID_00019218,201600002040,49,0,382.243941505576,+10ans,14.0,H,85.0
ID_00018184,201600002043,49,0,1224.8265520445489,0,14.0,F,30.0
ID_00018945,201600002053,49,0,433.9765704863463,+10ans,5.0,F,43.0
ID_00018134,201600002061,92,1,997.8571770962157,4,2.0,H,40.0
ID_00017082,201600002062,49,0,1061.5701160615804,2,5.0,H,21.0
ID_00018525,201600002064,49,0,1082.1075375724738,2,10.0,F,20.0
ID_00019167,201600002065,49,0,976.6825758844664,2,9.0,F,27.0
ID_00016740,201600002089,49,1,467.6821448112705,+10ans,4.0,H,58.0
ID_00019489,201600002097,49,0,773.9189648701433,6,6.0,H,18.0
ID_00016303,201600002102,49,1,1059.422781683957,2,4.0,H,18.0
ID_00012810,201600002109,49,1,925.3406381954117,4,7.0,F,32.0
ID_00015795,201600002109,49,1,407.7061275284069,+10ans,3.0,F,68.0
ID_00013859,201600002110,49,0,444.23570983482284,0,9.0,F,78.0
ID_00010791,201600002112,49,0,886.4712722972454,4,5.0,H,32.0
